text,label
mar roxas son paolo now stumping for his dad here in digos city davao del sur USERNAME URL,0
handa po wheel chair PNOY trillianes mar roxas,0
RT USERNAME USERNAME wow binay bayan haha,0
talagang mas pinili si ROXAS BINAY over MDS WTF election NUMBER,1
USERNAME USERNAME oy nandito si binay,0
had a lot to say about the controversial paid ads released last night but it thought me that it only helps make mar roxas s name trend,0
do you know that binay s enormous wealth did not all come from his salary all these years as a gov t official URL,0
mar leni mar leni mar leni mar leni mar leni think positive tandem win roxas robredo,0
LOOK binay sign ala hollywood rises on banaue rice terraces URL halalan NUMBER URL via ABS CBN…,0
RT iamkarendavila JUST IN mar roxas calling on grace poe to talk this is for unity mag usap ANCALERTS,0
lt yung tvc binay haha,1
pati ba naman picos machine binayaran mar roxas,1
RT USERNAME STAFF sen miriam defensor santiago sponsors senate resolution no NUMBER on the EDCA,0
RT USERNAME respect DJP decision for mar roxas tanungin lang natin kng san galing yng binayad pamintang USERNAME yoland …,0
LP to binay where did you get the P NUMBER M you spent on TV ads URL philippine news URL via USERNAME,0
pinaka kwenta debate to si binay nakakaloka ... puro nanaman makati pilipinasdebate NUMBER,1
USERNAME USERNAME USERNAME basahin padin panu ma retweet nanaman yung kay BINAY ADN FOR MAINE vote maine FPP KCA,0
he is just endorsing mar roxas naman kau pinipilit iboto respect DJP decision for mar roxas,0
roxas NUMBER roxas robredo switchto mar URL,0
madami naman natulungan si binay kesa kay dut NUMBER rt NUMBER,0
USERNAME gago hahahaha anti binay girl,0
UNTV repaso NUMBER CA dismisses junjun binay ’ s petition against ombudsman suspension order 2 11 2015 NY A1710,0
over motherly naman tong si poe yung masungit mahigpit nanay kelangan pilipinas disiplina pili pinas debates NUMBER,1
yown NUMBER st time nag vote tama eleksyon NUMBER gracepoe NUMBER gracepoeforpresident URL,0
nalito yung pari san pwede paitimin si binay nagtagal tuloy misa cause of delay VP hala URL,1
USERNAME duterte roxas poe binay santiago rank,0
nung si binay ginisa UPLB tuwang tuwa kayo nung kandidato niyo bastos estudyante UPLB,1
USERNAME salamat camp we fought a good fight guys VP binay rin tlga,0
only binay lumaki man taung mahirap c VP binay lumaki mahirap,0
RT USERNAME my goodness jejomar binay super annoying mo can you pls stop like really oo laki hirap punyeta,1
re laglagbala,
A blogger seems to have the yellow koolaid through an IV line,
kanina baka si binay now si pamatong basis nada,
K,0
bets should be ready but wrong to bash alma moreno for interview —VP binay URL URL,0
I WAS REALLY IRRITATED OF BINAY S ANSWER IT DIDN T MAKE SENSE TO ME,1
say goodbye to your presidential ambitions mar your mar roxas trains can t even support your contrived image URL,1
BETA NEWSROOM NUMBER EPAL MOVES BINAY ROXAS ROBREDO BINISITA BINAGYO for more videos visit us ... URL,0
NALSS CAMPAIGN SONG BINAY WTH ANONG MALI SAKIN :(,1
tapos nagtataka andaming naloloko marcos binay eh ganun naman lang pinapansin,1
pacquiao and moreno for binay s senatorial line up face palm,1
kay binay ... masyadong kita kilay sobrang itim kulay,1
WATCH daniel padilla interviews mar roxas gets mixed reviews URL,0
FUCK YOU NOYNOY FUCK YOU MAR ROXAS WALA MOY PULOS YAWA MO,1
NUMBER ateneo,
NUMBER mac belo,
NUMBER sarah geronimo MINAMAHAL,
NUMBER gimme NUMBER rocks SM manila,
NUMBER only binay,
NUMBER 22 TIME PHT URL,0
not sure why binay isn t giving up he s NUMBER M behind duterte and there s just less than NUMBER M votes that s yet to be counted halalan NUMBER,0
tangina naman yung ad binay nakabwisit,1
binay ’ s big promise no income tax for workers earning P NUMBER K monthly and below vice president jejomar binay vo ... URL,0
USERNAME USERNAME ganyan tlga basta puro bahid ehh grace poe tone hahaha,1
NUMBER OTWOL disappointment,
NUMBER roxas robredo,
NUMBER POWER VOTE FOR MENG,
NUMBER mar nella ROR omance,
NUMBER YLON as birth month day nine,
NUMBER 9 TIME PHT,0
masasabi mo performance binay recent presidential debate me URL,0
tangina enrile di naman masyadong halatang solid binay supporter mamasapano senate hearing,1
USERNAME errata binay rin pinakamataas distrust disapproval ratings,1
introduction mo mar roxas panay paninira lang mo kandidato pili pinas debates NUMBER team replay,1
I VOTE ROXAS halalan NUMBER mar daang matuwid RORO RISING all things are possible if you believe,0
nakakairita commercial binay,1
plastic mapapel tangina mo mar roxas URL,1
@ANCALERTS sen binay had nothing to do with poe residency issue wag mo gawing tanga wag kang magmalinis bobo,1
si binay yung kaklase mong nag top NUMBER nung kinder college niyayabang lels,1
SO IT S DUTERTE TILL THE END JUST DONT CHEAT YELLOWS pilipinas NUMBER PH vote NUMBER PH vote duterte PH vote roxas URL,1
RT USERNAME feel glutha binay pagiging presidente putek paulit ulit puro nog nog naririnig mg …,1
VP binay tikom bibig pahayag sen JV ejercito si sen grace poe susuportahan ama si erap via allan francisco,0
RT TV patrol KILALANIN vice president jejomar binay URL halalan NUMBER URL,0
si binay sya nagchachat sinasabing kuya ate palike naman po di kupal si binay tularan si binay,0
nognog,
pandak,
laki hirap,
di,
maraming nagawa,
yan si binay,
TAE TAE TAE TALAGA nice ad haha,1
USERNAME yun nga eh sakit si miriam hirap hati boto baka manalo tuloy si binay,0
this is what I fear A population of the philippines is stupid enough to vote for binay PLEASE don t let that happen,1
only binay only binay ba only binay,0
I ll not lead an uprising if binay wins — trillanes URL,0
PAGHILOM MAR ROXAS BI PAKYU,1
tignan mo to si binay akong kwento nanaman iniimbento mudang,0
how did binay manage to afford all this even after his accounts were frozen who does he owe URL,0
if the NUMBER elections was a race between mayor rodrigo duterte and former DILG secretary mar roxas who would ... URL,0
bagay bagay kayo promise kayong anak binay,0
ilang kilometro nalakad binay other than that this debate won t be as good as TV NUMBER s karen is a disappointment pili pinas debates NUMBER,1
take a shot when,
binay mentions makati,
duterte mentions davao,
poe mentions FPJ,
roxas mentions daang matuwid,0
USERNAME kayo nalang binay forever kayo eh XD azar,0
mabuhay binay aba hahahaha hayop,1
USERNAME the reason mar roxas can t increase his numbers is that he is dumb and stupid and lacks sincerity factors that can t be hid,1
binay roxas kayo mananalo SHUT UP nalang kayo,1
binay to PH business expo I hope should you invite me again next year I d be the president of the philippines P hvote,0
not binay poe roxas but santiago miriam NUMBER,0
boboto kay binay tanga taxi driver hard haha :),1
the propaganda act didn t define mayor duterte it defined how politicians in our country do dirty acts to gain power,
DUTERTE TILL THE END,0
RT USERNAME nakaka gago tong ads binay buseeettt,
ASAP pop kilig,1
USERNAME cortuption poverty isis isip naman binay USERNAME,1
oh ayan bobo bayan binay mar poe SALITA URL,1
layo sagot binay pota,1
say NO to plunderers A BIG NO to binay URL,1
POE putangina mo umuwe kana duterte,1
I think we all KNOW who noy s secret candidate is cough BINAY cough URL daang matuwid cory favorite,0
USERNAME medjo nakakatakot manalo si robredo baka ipa impeach nya si duterte ... eh galamay yan roxas isama si trillanes,0
pol ad nakakaiyak naman si binay awang awa,
joke big joke,
asawa aswang,
ALDUB happy bday LOLA URL,1
ngaun kalaban VP binay gaano kadami sumusuporta sknya iyak nalang kau,
only B NUMBER NAY only binay winner,0
edi si binay pandak nyeta parang ah nanyo HAHAHA bwiset,1
pabebe taon DUTERTE sige tumakbo maghati boto niyo POE MIRIAM nang manalo si BINAY mo,1
USERNAME kaano binay si villar,0
OMG mar roxas for president,
DJ sana di nalang nagendorse URL,1
chiz slams VP binay and LP ’ s offer for gordon to file DQ cases against poe URL,0
burn binay hahahaha,
KATHNIEL in aklan,
vote kathryn FPP KCA,1
nalang al dub fans sinisisi nognog si binay kasalanan binoboycott ABS bagyo baha parin mr and mrs sotto,1
if duterte won t run for president I ll go for santiago and bongbong tandem as long as they will appoint duterte as DILG secretary,0
USERNAME yung last link sinend nandun si binay :(,0
mar roxas is not the first choice but he s the best choice,0
NAKAKATAINGA TLAGA SI MAR ROXAS di pwede to ganun nalang ba yun pag nakadayaan election nanalo sya ... URL,1
I m not into VP binay or what but really people just because the media and other politicians has something to ... URL,0
sen trillanes accuses VP binay of lying and trying to deceive public in his TV ad showing … URL URL,0
quicho magsisimula kampanya VP binay kahirapan USERNAME pilipino,0
basta pag si poe si binay nag anoint successor NUMBER nina mar leni now e gawin OK inyo ha,0
sana yung binoto nyo kay poe roxas binay binoto nyo nalang kay miriam eh,0
kayo nanakawan mar roxas HAHA BOGUS AD can you say desparate ELECTIONS NUMBER,1
nako mar roxas tsk tsk alam,1
oa lang naman yung die hard fans dut erte kay binay or mar roxas yun matutuwa :-),0
tatakbo si duterte so mahahati boto knila miriam the end si mar roxas mananalo haynako,1
sen bongbong marcos gamely says he can get along with all presidentiables binay is also from … URL,0
retweet if you still support mayor duterte wag magpapaloko black propaganda,
DUTERTE TILL THE END URL,1
USERNAME this allan cayetano is a disgrace babbling his mouth since gloria adm regarding mike arroyo and proven NOTHING zero vote,1
NUMBER sinungaling NUMBER bagito NUMBER masakitin matanda lalagay sigurado mar with A plan roxas robredo URL,1
in this election period real image of people were revealed very much dismayed to abscbn trillanes roxas is there in conspiracy behind,0
BINAY ON ASH WEDNESDAY GRABE TO nog nog hambog URL,1
RT USERNAME imagine what havoc a binay marcos administration can wreak who ’ s afraid of NUMBER URL PH vote …,0
desperate move mar roxas jusko lumaban patas MA rumi,1
buti si binay hahaha,0
pinagkaiba si binay NUMBER year old tampururot masyadong paawa TV ads amp,1
mar binay poe tigilan niyo paggamit taong gutom porket mahirap pwede niyo n paglaruan buhay URL,1
RT traffic EDSA LIKE mo iboboto si binay QT tingin nyo laman biceps alden vote maine FPP KCA,0
medyo pasikat si binay,1
abias CBN why did you not report on grace poe s about the hakot buses in which passengers are stranded USERNAME,1
mas mukhang sakit si grace poe kesa kay miriam sns,0
poe binay duterte ‘ all good ’ for migz URL,0
VP binay condemn killing of former councilor of sto tomas URL via GMA news,0
we are for mar might as well DK kidnap roxas robredo URL,0
maski mag as one pamo poe and roxas you can t still defeat duterte,0
USERNAME wla nmn kaung mgndang ibinabalita kay binay di nyo mlloko only binay in makati san,
pagbabalik binay in makati,1
alam mo binay alam naming pandak nognog wag mo ibroadcast,1
kandidatong pasok opisyal balota for president NUMBER BINAY jejomar C NUMBER DEFENSOR SANTIAGO miriam ... URL,0
binay gave us again one reason to not vote for him nognog hambog,1
USERNAME NUMBER nga sery NUMBER so c binay eend NUMBER rse alden,0
visitation of VP jejomar binay sen gringo honasan gov david jayjay suarez quezon NUMBER days of life and ... URL,0
takot si trillanes roxas grabe nalang siraan si duterte kasi unang titirahin duterte if ever manalo eh,1
si roxas ayaw di lang kasi boo abutin GO VP BINAY binayforpresident nog nog sinunog onlybinay URL,1
RT USERNAME daming commercial binay naman yaman hahahaha,
always be there for kam zo,0
mar roxas srsly needs a PR specialist or something although it s rather enlightening the absurd things coming out of his mouth,1
ETONG AD BINAY NAKAKAINIS NOGNOG ALAM OY,1
binay tops pre election survey URL via eagle news,0
tuwing napapanood yung ad roxas binay nababadtrip taena,1
R etweet mo pabebe si mar roxas,1
traffic naman makati haaay binay,1
SI VP binay alam paunladin bansa,
only binay BFF,0
USERNAME because people loves to complain I VOTE ROXAS halalan NUMBER mar daang matuwid RORO RISING,0
roxas binay reaching out to the poor miriam to the educated and poe to ... uhm ... comelec daw muna kaso e,0
binay is out of his mind ... no VAT for NUMBER k and below earner is such a ridiculous thing you could ever imagine,1
RT USERNAME pati si binay ideal boy babae hahaha :D,0
grace poe is down in the second rank in the survey poe NUMBER,0
nyo ba yung mar roxas miriam santiago san marcelino HAHAHAAHAHHAHAHA,0
bunga hilaw pamamalakad,
hinding talaga boboto sayo mar roxas URL,1
GUYS HELP ME SPREAD THIS po lanao del norte si duterte nilagay si roxas lalabas URL,0
uh oh poe s lead to roxas is down to NUMBER 377 du NUMBER PH election NUMBER,0
duterte is running for president now this is a sure win for binay,0
sus binay roxas joke sinabi si duterte alam ibabash nyo parin sya don t me,1
VP binay sagot kahirapan bansa only binay priority NUMBER ps,0
echos mo binay ika y tumigil,0
ewan sayo binay yon sayo mayaman makati yon tax ayala,1
RT USERNAME luko luko talaga abaya anong sabotage si mar roxas noy aquino nag sabotage MRT https :/ t…,1
lang ba tingin kwenta si binay hhaaha,1
LRT sorry bongbong marcos I will NOT vote for you but I will vote for your running mate miriam defensor santiago =) never again,0
ma si poe nalang ayaw mo si duterte wala ding ambag eh,0
@ANCALERTS VIDEO why rep binay can never forgive sen trillanes URL didn t even bother to read why diversionary,1
TV NUMBER aksyon VP binay nanligaw botante cavite umaaksyon si USERNAME pilipino news NUMBER aksyon,0
mar roxas new commercial is such a big binay nognog more trapo,1
USERNAME hahahah mas sayang boto kay binay mar napunta hahaha wag magalit kai hahaha sakin lang yan,0
RT USERNAME kath niel leads celebrity gathering for presidential candidate mar roxas ... URL via USERNAME,0
diktador dating USERNAME she who can t be questioned NO to miriam NUMBER URL URL,0
VP binay disagrees with duterte says death penalty not the solution against criminality via USERNAME,0
transcript of mar roxas interview on NAIA tanim bala URL,0
mar roxas criticised for showing his receipt to the media URL,0
duterte miriam talaga binay or poe mar wag pili pinas debates NUMBER,0
jejomar binay narinig niyo naman bintang kinahinatnan nahatulan pili pinas debates NUMBER,0
si VP binay matapos kahirapan,
mambobolang duterte,1
makati binay iisa abby binay entitled bitches,1
ibinoto nyo kasi si ... WISELY x D,
kadeee ...,
for president ... WAG lang si MAR ROXAS P,1
kay binay ... kay binay ... nognog pandak magnanakaw gago wala kang naloloko,1
USERNAME lets just be honest ... we both know leni is the only one that can pull an upset ... but for the pres its duterte poe binay not mar,0
RT USERNAME from santiago to duterte damn it lang kasi silang dalwa yung tandem pinapahirapan jusko,
du …,1
what a drama queen kang si binay iiyaknayan URL,1
di du NUMBER grabe P noy HAHAHAH ganyan pala kababa notoroxas yellowpropaganda URL,1
if you hate binay or if you hate duterte then niyo talaga gets yung debate,0
wag kang mag alala roxas pagnanalo si du NUMBER popondohan nya yung business nyong tsinelas korina chill kalang,0
only binay karen davila be like expound eleksyon NUMBER,0
ginagaya paris yung batang naiyak commercial binay hahahaha,0
USERNAME puro kalokohan mar roxas wala kang alam sabhn kundi puro pani NUMBER ra mo papogi,
only binay priority NUMBER ps,1
NUMBER si binay nagronda gabi makikita mo ba,1
NUMBER days straight exposed init napala edi eto nognog kagaya binay dafuck,1
si binay nognog pandak laki hirap si USERNAME pango pandak rak rak,1
maka roro taas,
maka roro baba,
PH vote roxas roxas leni PH vote mar leni mayo roxas we are for mar roxas robredo,0
USERNAME magpakatotoo beh corrupt si tatay binay rin,1
binay pakibigyan nalang cake,0
front page binay s lead narrows duterte up in latest BW SWS survey full story URL URL,0
USERNAME VP binay nalagpasan nya nga yung pangungulila yan ba binabato nyo sakanya,
only binay in makati san,0
humabol si mar roxas,1
binay we need to increase IRA for NUMBER th NUMBER th class municipalities we must empower local government units make them accountable P hvote,0
mar roxas knows grace poe s number nagpapresscon talaga sana tinawagan papansin drama queen disente,1
my turn can you verify this USERNAME never mind the other NUMBER baka takot k poe ph vote hakot more PH vote poe URL,0
meanwhile binay and grace di nakakalimutan issues against you despite saying no to duterte no to binay no to tra poe,1
sorry talaga si binay maiwasan matawa pili pinas debates NUMBER,0
back to politics mas pagasa pang manalo si binay kay roxas,0
... parang gustong palabasin mar roxas pulitiko magnanakaw political ad,0
mar roxas giniit magpadalus dalos pagtugon isyu tanim bala NAIA aksyonsaumaga URL,0
binay gives out candies with his name bgy nine balayan batangas vote PH NUMBER URL,0
RT USERNAME sus si mar roxas mameh hahaha,1
USERNAME trust ratings of mar roxas have gone down despite all the spin he ranks a far away third nationally trust ratings wise,0
yellowtards out there is mar roxas action is what you call decent ayaw DILAW,1
USERNAME paki baril si mar roxas,
choss,1
OMG mar roxas already on top mar roxax rodrigo duterte presidential candidate opinion res ipsa loquitur URL,0
diba binay vice PNOY edi wala kwenta NUMBER taon nangyare bansa kupal forevs,1
ayaw daw kay duterte kasi baka magka martial law magkagulo lang so kay roxas kayo di nga nananalo ... URL,0
FUCK YOU MAR ROXAS fr my squad,
PH VOTE DUTERTE duterte day URL,1
USERNAME gaga :) he conceded yesterday I think si binay nalang wala,1
USERNAME tanong po kay binay mahalal pangulo mandatory patigilin korapsiyon,0
nalupet rin si binay dulo lumalaban alam talo,0
RT USERNAME TANGA LANG BOBOTO KAY MAR ROXAS UULITIN TANGA LANG,1
president naman bumoto kay duterte roxas binay family,0
pikon talo labanan roxas duterte hahaha,1
putangina duterte for president sumpain MAR ROXAS HAHAHA,1
nagtatanim bala binay napoles kayo pong bahala,0
I dont know what dots is but i laaaffhhdhfhdhdj so hard binay as blackie whyyy URL,1
binay will not abolish a good pro poor program,
only binay priority NUMBER ps,0
binay sama sama tayong isulong ginhawa pamilyang pillipino,
p hvote,0
@phvote grace poe miriam defensor santiago top vice president choices for mar roxas – survey URL PH vote PRES MIRIAM,0
magkano naman ibinayad mar roxas kay daniel padilla ienderso s ya more reasons not to vote for mar,0
binay taon akong pinagtutulungan vote PH NUMBER underdog effect,1
lang ba naiinis advertisement binay nognog daw tayong lol lang,1
sige buhat bangko binay hidhid rin URL,1
USERNAME i m having an argument with my mother about mar roxas rn ...,0
bsta ah we are not voting for binay,0
ayan nanaman linya binay makati PWE,1
before matulog number NUMBER si duterte pag katapos matulog number NUMBER si roxas blackmagic,1
appearance of VP jejomar binay sen gringo honasan and gov david jayjay suarez during the distribution of ... URL,0
RT ABSCBN news the information against VP binay will be filed after the expiration of his term as vice president via ombudsman ph via A …,0
USERNAME hahaha loko parang ganun lang sige jan binay mo hanapin mo yan pag ...,0
mr MAR ROXAS sakaling maisip mo mag concede baka skaling matira pang pagmamahal sayo taong bayan realtalk du NUMBER,1
mar roxas u gotta be fuckin kiddin meee,1
kanina yang sasakyan nagpapatugtog only binay only binay ... dinami rami pwedeng LSS ... haay nakakasira weekend ha,0
lang ba yung naiinis commercial mar roxas binay plastik,1
kampo VP binay naghain motion for reconsideration kaugnay isinamapang kaso ombudsman I via allan francisco,0
mananalo mar roxas so shut up nalang ayaw DILAW so shut up lang series,1
kunwari wala aber si binay tinawag si poe american girl ...,1
bet talaga tong TV ad binay,
ALDUB NUMBER th weeksary,0
senator poe says she is not affected by the girl tag given to her by VP binay hey marv,0
sakit lang isipin mas nauungusan roxas binay si MDS,1
USERNAME BS aquino is having panic attacks ubo more ),1
simula huling debate pagka pangulo ipanalo gobyernong puso PH vote POE URL,0
RT USERNAME only binay only B NUMBER nay papalit one direction,
MTV stars one direction,0
ayaw natin gobyernong manhid poe pilipinas debates NUMBER,0
PHL BUSINESS CONFERENCE binay lists priorities cut tax rates narrow infra gap lick poverty URL URL,0
good news go VP binay binay NUMBER,0
ayoko panuorin tong replay nairita lang lalo kay mar roxas puta,0
dont wanna be a political analyst real quick but nakakahiya ata pinag gagawa aquino roxas and trillanes gradeschool moves,1
NUMBER wks after he got booed during sinulog binay strikes again,
welcome to BINAY country tarp IEC mass yesterday https :/ t co gjpj18pxpd,0
BOBO BINAY YES OR NO NGA,1
kay binay baka masira tong TV namen ...,1
makati rep abi binay confirms she will run for the makati mayoralty race it was a last minute party and family decision,0
tvc ba naman sinisiraan si binay,0
USERNAME they are not doing the binay bare hand eating ... unhygienic ... they are not smiling also,1
UNTV repaso NUMBER dismissed makati mayor binay sinampahan bagong plunder complaint office of the ombudsman 18 12 2015 NY A1741,0
maroxas camp to PPCRV apologize pilipino URL,0
these mar roxas antics meant to cover up preparations for fraud,
real news for today hundreds of VCM technicians replaced last minute,1
condonation doctrine ginamit depensa mayor binay ibinasura korte … URL URL,0
fuck duterte fuck binay and fuck marcos,1
tangina binay talaga,1
nognog pandak pu ñeta tumigil binay,1
binay survey on poverty proof of non inclusive growth URL,0
RT senmiriam I on the cover of the maiden issue of gavel robe a magazine about philippine law and lawyers … URL,0
NOGNOG,
PANDAK,
LAKI HIRAP,
PABEBE,
NOGNOG ULIT,
YAN SI BINAY,
nog nog hambog,1
RT USERNAME god please give us leaders that believe in you philippines grace poe NUMBER grace poe mar roxas binay daang matuwid ht …,0
my uber driver asked me presidente I just answered wag lang si binay halalan NUMBER,0
USERNAME nakakalungkot :( roxas binay etc can die anytime though,1
romualdez cousins supporting binay in NUMBER via USERNAME URL,0
plot twist biglang manalo si mar roxas,0
RT USERNAME NANCY BINAY FOR PRESIDENT PO LIBRE CONCERT TICKETS MAGKAKARON TAO NETFLIX BOTO BINAY FAMBAM xx …,0
enrile announces that he is for binay,
birds of the same feather,
make,
A,
good,
feather,
duster URL,0
uy duterte di ba nag submit lang candidacy disqualified si poe psst wala daw sya oh ha ha ha jk,1
mlapit ELECTION undecided prin ... who will be my next president wooh hirap ... ayoko tlga kay mar binay ...,0
poe roxas santiago weigh in on controversial canada trash URL PH vote URL,0
for continuity the only all filipino tandem roxas robredo way drama trabaho lang,0
DI GUMAGANA UNG MIC BINAY HAHAHA pili pinas debates NUMBER,0
FCKING MAR ROXAS AGAIN ON TV PATROL COME ON ABS CBN,1
@sengracepoe on roxas saying it s down to him and duterte it s too presumptuous it s not for elite a few people to decide who should run,0
magsasawa haaa team VP binay only binay,0
RT USERNAME PAGKAKAIBA mar pilit nagpapaliwanag binay ayaw magpaliwanag poe makapagpaliwanag miriam santiago sana …,1
abby binay instructed by BEI to fall in line and wait for her turn to vote halalan NUMBER URL via USERNAME,0
DAMING COMMERCIAL MAR ROXAS,
umay,1
daming political ads BINAY NAKAKAIRITA,1
natatawa talaga dun binay yung nognog,0
binay pakisagot po muna yung allegations nyo senate before you complain pinagkakaisahan po kayo thanks po,1
grace poe versus mar roxas compare and contrast their ACHIEVEMENTS,
URL URL,0
why do I get the feeling mar roxas is turning people off ON PURPOSE ayaw dilaw,1
plastic nangangandidato lalo si binay,1
du ro duterte robredo di kinaya ever bi leni binay leni leni the real VP recount VP URL,0
@trillanessonny I NUMBER percent certain that binay will not change he is a lifelong thief and plunderer vote PH NUMBER,1
nakikitang mali si poe anti duterte ad WHAT SRSLY POE roxas to poe ayawsa DILAW,1
USERNAME all of them but binay were good pray ask for enlightenment that helps ,0
boo binay,1
binay cries foul over inquirer report on alleged dummy bank accounts URL URL,0
graft corruption not the same binay tells students URL USERNAME URL,0
si binay ginamit tingin nya kakaawaan sya makuha simpatya tao ...,0
sorry but we won t vote for a womanizer trashtalker killer still go grace poe,1
VICE president binay spent P NUMBER 713 000 for television electoral adverts in NUMBER he said the ad money came from friends supporters,0
VP binay expects more black propaganda amid ratings rise via USERNAME,0
reminder lang nangongopya kasi hugot drama pasiga siga trabaho lang mar roxas po URL,0
you are an INC but you are endorsing mar roxas what would you do USERNAME money over faith or faith over money ayaw DILAW,1
traffic quiapo,
bata NUMBER si duterte presidente mawawala magnanakaw,
B NUMBER si roxas binay boboto eh,0
friday the NUMBER th sinabi mamang especially kay nancy binay crush USERNAME reden diary,0
buti lang reject grace poe yung offer mar roxas hahaha alam gagamitin lag niyon sakali eh,0
in fairness nagpapaka honasan si cayetano wag si binay lang wag si mayor duterte lang the leader I want,0
bobo padin mar roxas presidente,1
si vice president jejomar binay magiging susunod pangulo itutuloy daw nya corruption GMA news NUMBER ULUL,0
mar roxas your call for unity describes one thing SELFISHNESS you don t deserve to be the PRESIDENT,1
okay nga si mar nalang kesa si binay PSY pagyanig,0
nognog nognog nagmamalasakit tsk NUMBER ayaw kay binay pala nagmamalasakit saming tisoy nakaka sad,0
pag wala raw naproklamang VP extended daw si VP binay asa,1
USERNAME agree binay BBM prez and VP nya scary,1
USERNAME wala nyo lang siraan si VP binay ganyan si idol tsk,1
USERNAME honestly naaawa kay binay alam yung story nya lol,0
I m starting to believe that the binay s did not created a public service they created a cult instead boo for binays stupid supporters,1
I heard the binay radio ad ... i almost stabbed myself,
know the candidate,1
only binay only binay pota LSS,1
rep binay I agree with full transparency but if it becomes a deterrent to efficiency you ll sacrifice basic services needed by the city,0
kay binay pera pera lang yan alam nyo ha URL,1
would be happier to see miriam switch places with either roxas or binay on the polls but would be the happiest if she became the president,0
si binay URL,0
mar roxas ad worth of NUMBER M pesos v,1
with the vice president binay URL,1
ROXAS IS MY PRESIDENT,
ROBREDO IS MY VICE PRESIDENT,
mar daang matuwid,0
RT USERNAME mar roxas proclaimed datu by lanao sultanate URL USERNAME URL,0
bea to mom A y í you dont like binay diba madami siyang tinutulungan,
HAHAHA,0
honasan belies crowd sinulog booed binay URL URL,0
binay is just wasting his time trying to bring duterte down tsk digong ayaw nalang tawn pansina PH vote duterte,1
teacher pala si nancy binay kuhang kuha maam,0
si roxas binay ung nag dala eh,0
pati yung report regarding pambabastos daw students UPLB kay VP binay mali mali pwe ABSCB nnomore,1
kinabukasan VP binay nag iisa,
only B NUMBER NAY,
only binay winner,0
