text,label
NOGNOG PANDAK yan si BINAY ow true HAHAHA,2
,1
remember poe saying duterte crime czar ... ganito pabago asan pagbabago wag poe,1
USERNAME binay hahaha,0
VP binay ’ role APEC read URL fully informed URL,0
USERNAME USERNAME lang umasa makakahabol boto si binay,0
RT USERNAME tanginang talaga tong binay samok yang nog nog nog nog,2
pandak,2
laki hirap hahaya,1
worst senate ever cayetanos marcos pimentel binay poe escudero sotto enrile estrada ejercito revilla ...,1
kampo roxas inalok NUMBER mphp aldub iendorso hoy mar roxas mahiya naman uy niyo ninakaw amo mong panot yan,1
dear god wag sanang mapunta kamay binay bansang pilipinas kakalungkot nakakaawa sya nakakagalit ewan kaloka,1
dami naman nagawa binay puro lakad pilipinas debates DU NUMBER lakad mode,1
binay mike rama humarap hamon kahirapan kahirapan cebu makati USERNAME,0
patalastas naman binay sayang oras,0
iwanan kay VP binay binay winner B NUMBER NAY,0
COMELEC denies allegation prominent politician karlo nograles davao said vote transfer duterte roxas,0
galit kay mar nagmumura parang si dudirty baka presidente si dudirty subject school araling pagmumura MAR ROXAS,0
MEL STA MARIA mar roxas erap endorsement could mean URL,0
totoo nga ginagamit name mar roxas sirain c maine USERNAME USERNAME USERNAME ALDUB new character URL,0
jojo binay VP PH said poor also said inherit wealth parents URL,0
tangina bat si mar roxas pumapangalawa MAGKANO GINASTOS MO,1
USERNAME gising pikit mata issue nya corruption binay wakeupphil,1
RT USERNAME nakakirita si binay plastik sumagot paawa puta OTWOL harana,1
mabagal internet mainit binay roxas duterte poe santiago pano niyo susolusyonan ndi yung puro kayo dakdak,1
kawawang mar naghahanap tulong kay poe ...,2
pinipilit nyo po nyo,2
ayaw nyo pong manalo si DUTERTE,2
duterte till end,1
VP binay dances ai ai de las alas campaign kickoff USERNAME URL,0
ipapaliwanag lang san napunta yolanda funds baka magbago isip suportahan si roxas eh du NUMBER,1
USERNAME alagad nancy binay,0
mar roxas deserves slot cabinet ...,2
ilock niyo NUMBER times,2
itali niyo yung cabinet NUMBER times,2
tapos ihagis niyo far far away,1
di makapili ingat baka si mar binay manalo solid duterte,2
duterte NUMBER,0
naiirita nako patalastas binay nognog pandak laki hirap lanjong yan oo,1
KASI GRACE POE ALAM MONG SURE DE NAG ASSUME YAN TULOY KAILAN PLANADO NAWALAN KAPA HAHAHA USERNAME,1
big big binay ayaw corrupt ph vote roxas URL,1
pasikatin ...,2
kapal mukz mo mar roxas ... URL,1
tanim bala brouhaha mar roxas defense,2
easy populist ride ephemeral ... URL,0
savage yung pagka boo kay binay,0
kapandak naman masyadong binay,1
RT USERNAME yun mar roxas trip lang pinoy magdala bala halos magkakasunod araw tanga lang ganon,1
SC binay plea moot dismissal URL,0
RT USERNAME ohh NUMBER years ... madame conchita appointed NUMBER ... NUMBER mapapalitan yan di si binay mananalo hahahaha,0
binay ’ boy scout presidency ‘ unconstitutional ’ – lawyer URL,0
pageant tingin mo best asset mo patimpalak binay siguro po ung pagiging nognog pandak laki hirap po,0
twitter tonight meet presidentiables series featuring mar roxas non PH people mute want see PH election tweets,1
USERNAME USERNAME former SILG mar roxas PCSUPT RUDY G LACADIN RD PRO3 together APPSC personnel URL,0
daming ads binay,0
PDI reporter carvajal whose reports quoted bondal says got complaints binay camp AMLC,0
totoo yung sinasabi roxas edi sana natin pinaguusapan binay roxas burn pili pinas debates NUMBER,0
manalo wag lang si mar roxas putangina,1
nakakaloko dyan ... si duterte leading pag natapos bilangan ... biglang si roxas yan LORD,1
rody duterte going win presidential election millions votes ...,2
cheating mar roxas ... URL,1
RT USERNAME USERNAME learned history vilify authorities end cozy w auth binay miriam enri …,0
RT USERNAME daming ads binay di naman iboboto hahahaha,1
roxas poe wag nyong pagkaisahin si duterte ayaw DILAW,1
regine velasquez alcasid says mar roxas URL via USERNAME,1
ba si imelda yung pinapayungan si binay URL,0
yes backing let win together POE NUMBER URL,0
nga pala pag nanalo si mar roxas alam nag daya halalan results,1
dear social media giants LP gov payroll helping mar roxas duterte thanking,0
itong si mar roxas alam nman pla nya drugs dvo makati di nya sinumbong pulis ...,0
damn binay change career agad agad URL,1
huh even know many senior citizens thinking mar roxas sees things URL,1
USERNAME ahaha gumanti lang si poe rin duterte nyang dswd sec ata updated balita mutanga,1
USERNAME sana nag VP nalang sina poe roxas kay DU NUMBER,0
matatanggap mananalo si sen miriam yung pang sya insert mar roxas voice PUTANGINA BA MIRIA mfor PRESIDENT,1
relatives mother side si binay iboboto father side naman si roxas ugh,1
RT USERNAME grabe kafake binay di naman siguro kailangang magpost pic pinakain yung mahihirap jollibee,1
umay tlaga commercial nognog binay hahahah,1
USERNAME actually di taga makati napapaisip di naman siguro gaganda makati puro corrupt lang c VP binay,1
mas di bet bagong commercial binay nognog like wtf,1
yung nag shade ballot madir kanina ro xas pala sya,2
du NUMBER magkaiba man still respect decision,0
USERNAME MASAKIT MATA YAN LALO PAG NAALALA DYAN SI PNOY MAR ROXAS BUTI LANG COLOR GREEN UNIFORM TIEZA,1
VP binay resigns aquino cabinet HUDCC chief concurrent pres l adviser ws,0
please pray mar roxas wag mandaya election day URL,1
senmiriam concurrence senate authority expressly transforms treaty law URL,0
USERNAME dunno president certainly roxas binay solid BBM supporter,0
USERNAME USERNAME USERNAME duterte plastic life open book unlike mar binay poe pretentious assholes,1
jusko yung something binay tv puro nognog nakakasakit ho kayo hahaha leshe,1
binay prove healthy laki hirap batak trabaho claim poverty abs ew,1
mashado namang halata mr mar roxas dahan dahan lang,1
LOOK roxas went nearby coffee shop w son paolo nieces casting vote vote PH NUMBER URL,0
itutuloy binay yan plus yung income tax P NUMBER k less earners binay URL,0
hala diba yung KN maroxas nandito kay poe kagabi angyare URL,0
binay di qualified assuming naman masayado mas qualified magnanakaw,1
ANNOYING binay ads sinong niloloko mo,1
USERNAME natapos issue kay VP binay nnaman binabato binay UN asa ilocos,0
VP binay itinatanggi pamahalaan malaking problema seguridad peace order via USERNAME,0
yay makaboto nko kay binay congressman,0
miriam sickly,2
duterte cheater grade NUMBER,2
binay NUMBER meals day,2
poe respect women,2
roxas jobs,2
halalan NUMBER,2
presidential debate NUMBER images,0
chiz slams VP binay LP ’ offer gordon file DQ cases poe URL,0
magtataka talaga mananalo yan si mar roxas,0
binay grace mar top TV ad spenders NUMBER nielsen URL halalan NUMBER URL,0
binay 1 rin SWS survey duterte poe patas pangalawang pwesto nangunguna si partylist ... URL,0
RT USERNAME miriam defensor santiago president bongbong marcos vice president country deserves true meaning …,0
USERNAME USERNAME naalala konrin yun challenge VP binay kay trillanes debate tapos si VP binay nag backout,0
VP binay says APEC brought benefits phl URL via DZRH news,0
RT USERNAME SC binay suspension case condonation doctrine abandoned live URL,0
mean binay tsssk URL,0
RT USERNAME first step return stolen USERNAME binay ganyanan URL,0
naman nagawa programa mar bkt dami ring criminals bansa PH vote roxas URL,1
moronic statement pls stay inside ring forget bring binay useless philippine govt pac,1
MDS using word magnanakaw binay presence today PCCI forum :-),0
USERNAME big margin maybe even three way tie roxas binay poe supported durabis also close,0
one day panalo far ayy lang choices sorry duterte roxas poe binay,0
KAY BINAY,0
RT USERNAME nognog pandak laki hirap binay STOP,1
USERNAME USERNAME tell trillanes roxas binay poe P noy use money campaigns change coming,1
talaga nagagawa pera noh mar roxas baka mamaya nyan presidente,1
binay,0
announcement VP binay running mate today binay spokesman atty USERNAME endorses … URL,0
pride sad si binay,0
USERNAME mas kasalanan binay talaga eh hahahah,1
USERNAME USERNAME even late people still waiting GO VP binay,2
PH vote binay,0
astig ah mar roxas answers questions daniel padilla mukhang series susunod pang tanong URL,1
tangina binay ah hahahaha,1
‘ GIVE MAR CHEAT ’ DESTROY COUNTRY ’ open letter mar roxas URL,1
DUTERTE running would rather vote going mar poe NOTOMARANDPOE,0
po disente wala akong planong disente shut nalang mar roxas poe ayaw DILAW,1
USERNAME ayan ha PLUNDER vs binay per sen pmentel cayetano &trillanes ... katungali mar ... baka kay mar malacanang rin isisi yan,0
roxas binay muntik magkasabay pamamahagi tulong nueva ecija lando PH aksyon aksyonsaumaga URL,0
yung mas mataas boto roxas binay kay sen miriam ... tsk tsk,2
duterte marcos santiago election NUMBER,1
tumigil nga binay balatan kita gamit nipper eh punyeta selling false hope binay NUMBER USERNAME URL,1
grabe mar roxas mahiya naman,1
ws please read post mar roxas continues tuwid daan full lies bulls URL,1
USERNAME NUMBER 761 si roxas si duterte NUMBER 200 si digong,0
USERNAME really city good infra coz URL sustaining makati nagpayaman kay binay,1
minumura mura nya si binay hahaha,2
vote kathryn FPP KCA,1
RT USERNAME toni katangian niyo kayong big winner binay nognog pandak laki hirap,0
buti nalang sira tv baka bangungutin bagong tv ad binay another nognog theme naman daw,1
RT USERNAME mar roxas marawi city conferred datu rank adopted son lanao later today URL,0
tigilin nyo yang ad binay ...,2
please,1
koalisyon daang matuwid binays prepare explain allegations ombudsman USERNAME USERNAME,0
binay gives gov failing mark yolanda recovery efforts URL URL,0
wow cheap naman trolls mar roxas ho ho ho URL,1
USERNAME USERNAME b NUMBER binay,0
night punch lines VP binay one throw t… URL quezon news,0
might need miracle sort ensure binay become next president,2
abundance bobotantes justify concerns,1
nognog hahaha ba binay :(,1
bukod itim lalo dilaw eh gago mar roxas ayaw DILAW tlga,1
RT USERNAME @saychiz substitution possible since independents case decides sen poe br …,0
USERNAME im favor mar definitely poe binay hell ... hahaha hated DU NUMBER im done voting lesser evil,1
USERNAME hala di binay ever yan bongbong matitindi war chests,0
cheapen presidency duterte tells poe camp ABS CBN news URL,0
pag nakikita mukha roxas TV pinapatay yung TV nakakairita EPAL kasi roxas robredo duterte NUMBER,1
@nancybinay antay binay reporters URL simple sen USERNAME looking fwd meet soon,0
nagpunta pala school lolo VP binay haha di napanuod,0
nag research naman si poe pili pinas debates NUMBER,0
RT USERNAME trending binay aba akala new endorsement binay touches skin touches,0
USERNAME yup doubt jail cell awaits binay lises thus election poor pple doesnt realize,1
binay sues ombudsman senators P NUMBER via USERNAME URL scare tactics rich corrupt,1
USERNAME mabuti gobyerno spokesman ba binay USERNAME USERNAME,0
imposible NUMBER rt ratings si mar pag abot boto NUMBER nd shit imposible si grace poe :( election NUMBER,1
laughtrip bagong commercial binay nilait nilait yung puro NOGNOG narinig nandamay hahaha tae,1
RT USERNAME naman yung kumakanta bagong ad binay binaydaw,0
nandito tlga si niall kce susundan nia ung yapak binay ... guis raedy baka di nio makilala si niall brake ...,0
RT USERNAME wala kumpara kay justin binay URL,0
new binay commercial shit,1
switchto mar roxas robredo URL,0
kasi daw papasara makati mandaluyong bridge pag si binay binoto huhuhu URL,0
USERNAME take shot time mention,2
poe tatay,2
roxas daang matuwid,2
binay makati,2
santiago education,2
duterte crime,0
USERNAME USERNAME korek pwedeng gawing mali tama desperate roxas binay poe todo tira,1
nabibwisit ad binay nuisance,1
sorry sorry roxas please humabol PH vote,0
USERNAME dyan magaling bato masasamang issue kay VP binay tsk binay makati san pagbabalik binay makati,1
USERNAME hello po kayo yung anak binay diba si nancy ba yun yung medyo niggah sana po mapansin mo,1
USERNAME lakas maka assume pag anti duterte roxas agad ba pwedeng miriam lang kasi matalinong botante,0
TV patrol segment mar roxas past three days URL,0
vice president jejomar binay pulling away pack leads poe duterte roxas URL,0
pili pinas debates NUMBER,2
roxas typhoon yolanda,2
poe lack experience,2
duterte womanizing,2
binay corruption,2
santiago health,2
,1
maraming kay du NUMBER sya nag trend tanong makakaboto ba kayo marroxasforpresident,0
sinong mas pabebe MAR ROXAS DUTERTE,0
si binay daw nagkakamay jollibee KAGAGUHAN BINIGYAN SPOON FORK YAN,1
RT USERNAME interested see reactions abinales USERNAME duterte poe pronouncements today one elites…,0
RT USERNAME @commrguanzon case grace poe natural born years residency mar roxas,0
USERNAME USERNAME hahaha kay binay lang nognog daw sya pandak pinaglalaban,1
mar roxas lone candidate standing NUMBER elections still get vote roxas quit PROTECT PH DEMOCRACY,0
blame masses choosing duterte roxas change sells better continuity,0
wala nmn nabago sagot binay wanted president,0
mar roxas URL URL,0
comelec chief belies report duterte roxas switch VCM testing URL,0
binay dynasty stand alleged,2
makati corruption scandals URL,0
nanalo si duterte marcos kasalanan poe escudero,0
baka takot binay yung la salle presidential debate si duterte lang sumipot PH vote leader want,0
masama yang si duterte bansa,2
binay pro women,2
binay rape,1
nagsanib pwersa si roxas poe marahil talo si duterte election NUMBER pili pinas NUMBER,0
maliban makati pang pinagmamalaki binay,0
se ñorito binay po niyo lagyan carpet bodyguard maglakad pabebe binay EVER URL,1
magkabaro talaga sina binay blengbong marunong tumanggap pagka talo,0
first set votes already PPRCV duterte leading mar poe close NUMBER nd NUMBER rd halalan NUMBER,0
po nagbaback si sengracepoe presidential race wag po magpaloko text kumakalat dayaan MOVES,1
added video USERNAME playlist URL MAR ROXAS vs ph P NUMBER billion PONDO YOLANDA,1
second si mar roxas ... sugod dayaan matuwid,1
VP binay hits government ’ deteriorating health program • vice president jejomar binay criticizes governm ... URL,0
PUTANG INA WALA NANG PAGASA PILIPINAS GANITO TAPOS SASABIHIN MAR ROXAS ... URL,1
wala pang sayangin binay pagka pangulo binay pagbabago binay UN asa ilocos,0
RT USERNAME oh chiz come plan B plan binay USERNAME URL,0
nakakagalit si binay,1
goebbels repeat lie often enough passes truth naniniwalang di nangulimbat si binay URL,1
binay visits LP mayor ñaque accuses LP vote buying VICE president jejomar B ... URL via inquirer,0
binay donald trump philippines,1
badtrip dun ad binay,1
VP binay sen escudero magkasamang nananghalian davao nitong linggo URL URL,0
BEWARE STUPID EXCUSES LOSERS mar roxas leni robredo SHALL PRESIDENT VP ... URL,0
commercial kay binay ... bla bla bla rolls eyes rolls eyes rolls eyes mute TV turn TV ALDUB happy bday LOLA hihi,0
mar roxas level desperation NUMBER,1
PUNYETA SHIT PLEASE BLOCK BINAY COMMERCIAL WALA KANG MALOLOKO UWI,1
USERNAME please wala bang ibang candidate jan binay nalang ba talaga haha,0
know feel like binay even part debate,1
mar ganitong plano di lang puro yabang senseless mumbles roxas robredo NUMBER URL,0
NUMBER LOISHUA music lyrics,2
NUMBER second chance CHARLHONE,2
NUMBER abigail binay,2
NUMBER gone girl,2
NUMBER derpcon NUMBER,2
NUMBER 18 TIME PHT,0
trending pagpapa krus binay facebook tadtad memes,0
naiirita commercial binay,1
tumakbo si duterte still go MIRIAM president,0
binay challenges ombudsman ’ recommendation file graft raps URL URL,0
MAS GWAPO SI SANDRO LUIS ANAK BINAY FUCKING TRUE LOVE,0
pag nakikita si mar roxas nakikita sakanya si budoy bat ganern :3,1
bias strong one leni MMK MMK ina roxas robredo NUMBER ABSCBNFAIL,1
mamatay mahirap sakit USERNAME RAMDAM TAO SI VP BINAY,2
binay winner,0
trending VP binay,0
sakit siguro ulo VP binay leading way last year plus considering much spent campaign,0
binay zoned,0
judgy mo ba natuwa speech binay kanina hahaha wag magulo yun talaga name nong laro URL,1
USERNAME wala ita di uso mapuputi baril nadin daw gamit donated binay haha,1
yung NUMBER ps ititigil daw jojo binay pangulo kasinungalingan po yan wag po kayong maniwala yan binay priority NUMBER ps,0
mar roxas yung boto lola yung sinagot nung tito si duterte hahaha,0
matatalinong botante taga isabela binay URL,0
understand MDS supporters upset really make sense mas mataas roxas binay dayaang DILAW,1
RT USERNAME given naman commercial nga eh tssk saludo tigas bungo binay binay NUMBER kapalmuks http :/ …,1
yung feeling pinagpasa pasahan si mar roxas kasi parang ayaw siyang running mate haha nauwi kay labredo,1
USERNAME duterte vid defending children trillanes roxas vid using children attack war thedifference,0
either poe roxas really mind basta wag si duterte please many years progress trade backwardness,1
mar roxas appealed unity w preconditions mar called unity asking grace poe slammed door showed bad side,0
news NUMBER everywhere MAR ROXAS BINATIKOS TINAWAG CREDIT GRABBER NETIZENS URL,1
di nakasayaw kanina grabe binay,1
oh c mon karen davilla joke wag kang bastos oo si sec mar roxas presidente mo favoritism karen davilla,1
binay roxas nasan sya grabe galit taga leyte kapalpakan nya pili pinas debates NUMBER,1
totoo ba umatras si mar roxas happening,0
binay owning brilliant strategy get sympathy poor less educated powerless,0
di pinagsisihan binoto kalaban binay want change ayaw makati pagbabago edi shing hahaha,0
duterte nagsabay kayo miriam :(,0
binay twitch chat,0
USERNAME USERNAME USERNAME exactly binay said anong alam guro pamumuno roxas irresponsible,0
mar roxas di problem gobyerno tanim bala masasabi utak ba nakalagay kahiya nman,1
desperado si mar roxas,1
RT USERNAME taena mo binay ikinakahiya nang negro,1
mar roxas using daniel padilla halalan NUMBER,2
URL,0
RT USERNAME USERNAME hahahah dala naman monday nan inom us comlab sama naten binay,0
VP binay says naman pwedeng karanasan nga puro naman kapalpakan via USERNAME,0
si binay naasa paden hays hays,1
naisip lang sana di lang tumakbo si duterte kasi mahahati lang votes miriam baka manalo si binay wag po,1
another annoying tv ad binay,1
wala pang laat NUMBER minutes hahaha gumagana duga bnay roxas gaha,2
PH VOTE DUTERTE,1
USERNAME USERNAME USERNAME pag nagtatanong puro binay,0
daming tawa kay mar roxas URL,0
manalo si poe wag lang si roxas du NUMBER halalan results,0
iboboto si binay ayaw racist kelangan nating black president HAHAHA,1
tong si grace poe alala dati parang sinabi ayaw nirerelate lang tatay eh nagbbring,1
SAMOKA BINAY OI,1
gago binay pili pinas debates NUMBER,1
team daang matuwid mar roxas leni robredo URL,0
gago tong si binay puro makati pinagyayabang nakakabwisit,1
MAR ROXAS tell U dont strong rapport majority filipinos stop hypocrite duterte till end,1
lupet VP binay mabubuting bagay binay love,0
USERNAME sayang di napicturean meron syang tarp say BINAY tunay bauangueno blabla pala reserved parking area,0
mar roxas make announcement tomorrow NUMBER LP balay HQ USERNAME via USERNAME,0
“ fitting man laugh life lament ”,2
pagbabalik binay makati,2
binay makati san,0
mar roxas win ppl protest pucha kasalanan niyo yan mahirap nga pilipinas pinapahirap lalo,1
annoying kayning bag nga ad binay hahahanimas USERNAME USERNAME,1
mar roxas leni robredo fan URL,0
KANDIDATO DAY binay duterte poe roxas santiago politicians URL,0
sen grace poe ayaw niyo gobyernong manhid ayaw crush manhid,0
hahahaha mas malala yung kay binay URL,0
si poe binay santiago roxas sumuko ... kelan mo isusuko yang nararamdam mo hugot eleksyon,0
VP binay challenges ombudsman ’ recommendation file graft raps URL,0
dont get filipino reason WOULD DIE ANYTIME naks immortal ba duterte roxas binay poe MIRIA mfor PRESIDENT,0
kay binay ... consistent itim kulay,1
wtf nognog pandak shut binay,1
maka poe nanay tatay maka MDS nagkakaisa VP bongbong marcos bong bong NUMBER VP,0
ok bad vibes offense maka binay di po sya iboboto ALDUB next chapter,0
lumapit naman si binay spotlight jusko di kinaya pili pinas debates NUMBER,1
roxas robredo hugot drama trabaho serbisyo lang URL,0
poor sis gave headache trying pick estranged nincompoop dad brain voted binay BBM,1
RT USERNAME binay bkit ndi mo po isali magpakailanman kwento buhay mo masyadong mdrama po ... pakiexplain loveyou GM ahalan …,1
binay magkaiba tae nognog case mo tae,1
USERNAME ung binay haters jan manigas kyo hehe,1
sobrang corny wala talaga si mar roxas si binay choices presidency,1
ba gugustuhin mong makapang asawa mahirap oo naman basta wag lang si binay HAHAHAH WTF KIM,1
PABEBE MAR ROXAS HANAP KAKAMPI KAY POE URGH,1
happy birthday vp binay,0
pardon ignorance hugot mar roxas mentions vad halalan NUMBER USERNAME,0
dont care kasi parang layo DU NUMBER naiinis tuwing nauungusan roxas si poe hahaha election NUMBER,0
si vp binay nognog si nancy binay NAGNAG kasi babae sya,1
RT USERNAME nakakabadtrp un muka mo mar roxas mabuti lang si ms solenn marimar paghahanda,1
@miriamlines @kuya duterte sabihan mo yang si pareng binay wag magvivideo madilim mahirap,0
higit kalahati botante makati ayaw kay VP binay maka pagsalita media ... URL,0
pwede ba everytime mag play yung commercial binay micronutrient deficiency song nalang,1
anong kapangyarihang itim meron MAR ROXAS punyeta,1
lalaitin yung lang makakuha madaming votes B inay,0
RT USERNAME si binay si binay nognog pandak laki hirap si binay magnanakaw natin siyang tularan https :/ …,1
ina mo binay haha URL,1
tang tong friend MAR RO daw bukas akala mar roxas rcos R odrigo pala lakas maka trip,1
tang inang nognog commercial binay yan,1
trending si mar roxas kapamilya XD,0
SI MAR ROXAS JAN LANG HA dayaang DILAW,1
binoto mo,2
jaira si mar roxas,2
ah edi dayaang matuwid kayo,2
jaira oo,1
mar roxas electricity phils power generators competition distribution MB hot seat,0
pagiging top ad spender itinanggi vice president jejomar binay IZ balita umaga,0
binay maawa naman SINHS oh,0
siguro nagboo LP sinulog kasi talo si mar roxas go binay binayforpresident nog nog sinunog URL,1
USERNAME binay binay oo binay pukingina,1
RT USERNAME cheapen presidency duterte tells poe camp halalan NUMBER URL URL,0
ina mo binay paka sinungaling mo,1
NAKAKAINIS YUNG TV AD BINAY TANGINA,1
binay bats release P NUMBER B survival fund URL manila news asia,0
RT USERNAME mar roxas NUMBER principles daang matuwid kayo boss kayo corrupt mahirap h …,0
grabe si binay oyy,1
kahirapan naman dahilang krimen tama lang si VP binay gobinay,0
binay trying get sympathies people nog nog campaign evidently sound despicable desperation,1
dear paasa parang mar roxas lang yan bulaklakin bunganga kala mo totoo pag andyan ebak lang pala sarap kalbuhin,1
RT USERNAME binay echoes USERNAME courts must prove guilt accused corruption wrongdoing lawyers P hvote …,0
trillanes umano nagkulang impormasyon patunayan magnanakaw si VP binay DZMM tele ba halalan NUMBER via DZMM tele …,0
rappler apologizes mar roxas quote taken context meme still URL,0
friendship goal pala mayor sen grace sen miriam yung pili pinas debates NUMBER,0
STANDARD UPDATE binay visit residents cabanatuan city affected typhoon ‘ lando ’,0
desperately seeking pre escape binay URL,1
si digong krimen si grace imprastraktura trapiko si binay mahihirap nalang manalo problem,1
binay said duterte king lies god binay think first speak NUMBER evil things gov,1
atleast got poe roxas vs devil spawn binay twoarebetterthanone,1
binay walk talk say CORRUPTION URL,0
layunin pamilya binay kasong tigilan paguusig nagkakamali sen USERNAME,0
puro hate kay binay twitter haha,0
threesome candidates babies,2
baste moans talk dirty,2
sandro death squad ... tsinelas ...,2
roxas binay ...,2
RP NUMBER fanfic,1
VOTE ROXAS halalan NUMBER mar daang matuwid RORO RISING faith believing god knowing,0
need demolition job mar roxas letting speak enough demolition job mar roxas,1
USERNAME USERNAME mas totoo yan plataporma binay,0
binay alam ho dama ho laki ho mahirap pag nangako mahirap alam P hvote,0
ayan si mar roxas tunay delubyo halalan results,1
USERNAME lang narinig kay junjun binay hihi,0
wonder things makati ayala developed quezon city manila bet binay achievement brag tbh,0
case mar roxas name appears voting receipt request put indelible ink middle finger election NUMBER,1
USERNAME USERNAME astig nung kay binay,0
escudero pagkaso kina VP binay ayaw humarap senado nandito kaso oras nang sagutin paratang DZMM tele ba,0
mar roxas trillanes acting like scared bitch,1
binay continue CCT program elected URL,0
busy lakaw lakaw binay kabeee C pilipinas debates NUMBER,0
nakakatamad nang bumoto ginagawang showbiz politika poe duterte DRAMA,1
mar roxas supporters maka reklamo tarps daw si duterte langya kamusta naman tarp roxas highway kala mo billboard,0
BINAY tangled thickets makati corruption nasama pati si jun jun URL,0
nognog nognog piliin TANGINA NUNG ADVERTISEMENT BINAY,1
look good senator grace poe USERNAME know attend URL,0
USERNAME yan papansinin binay PH vote binay,0
buhay kay nakararami inyo ... ba magtutulongan kundi rin lang hahay binay please lang ...,1
binay denies hand housing backlog NUMBER years yolanda URL hegina INQ vote PH NUMBER URL,0
sobrang nabobo kay mar roxas di alam ba pinatakbo nyo huhuhu,1
alam mo kasamaan ugali mo nagiging kamukha mo si binay andito palang lupa nasusunog pano ... URL,1
jojo binay still denial crushing defeat presidential race NUMBER th NUMBER bets URL,0
RT USERNAME roxas binay P noy romualdez nagawa nyo ibangon pag asa yolanda survivors daluyong showtime PBB L …,0
RT USERNAME yung todo emote kana kasi nakakadala yung eksena tapos biglang papasok yung commercial binay badtrip MMK spoken word,1
EQ post nominates binay miriam grace poe marcos ripley believe URL URL,0
binay asks frat bros support TAGUM CITY philippines vice president jejomar binay saturday app ... URL,0
wala kayong karapatang siraan si mar roxas nyo alam nagawa bayan wala kayong ... URL,0
GOEBBELS SHET NAZI KAPA BINAY,1
RT USERNAME mar roxas stolen monies worked tirelessly decades different presidents ready URL,0
nagre recruit si mar bayaran ensure panalo anything help USERNAME needmoneytweetroxas,0
SI DANIEL PADILLA KAY MAR ROXAS daddy PAKE MO realized kay mar roxas si daddy kay miriam hehe =),1
wala bang pansin puro si binay ginigisa eh,2
binay,1
MAR ROXAS PRESIDENT share mo tong post mo sobre totoo kapit bahay nakatanggap,1
wait binay kicking mandaluyong makati,0
daw watch korina statement duterte vs roxas,2
battle good evil daw ba nag disente,2
duterte URL,1
ROXAS BINAY MIRIAM,0
marinig lang salitang mar roxas daniel P maggalit agad shut lang,1
RT USERNAME yes believe mar roxas quoted context ... context assumption people good,0
mar roxas noelanie sahagun naalala niyo noong preparatory grade NUMBER grade NUMBER pati pandan noong PTS college ... URL,0
binay decentralization presidents must longer behave like emperors local executives must longer vassals,2
P hvote,0
FIRST TIME NAGKA POINT SI BINAY WIWWW BURN SI MAR HAHAHAH,1
VP binay economic agenda simple sustainable shared economic growth,0
si duterte di nanalo alam nandaya si roxas,1
nakawan pera laging sabit pangalan binay sent P NUMBER HK via philrem URL via USERNAME,0
RT USERNAME yaman binay commercial noontime gma tapos haba haha ALDUB sumptuous lunch,1
BICOL REGION PASOK lalamang sina mar leni roxas robredo,0
mar roxas carefully think uttering single syllable mouth worst enemy mar roxas,1
wala pala kay binay roxas e,1
gago talaga media noh pag kila binay roxas poe binabalita pag kay duterte wala bias USERNAME,1
